store_name,state,city,zip,store_id,lat,lon
Sterling-Heights,MI,Sterling-Heights,48312,2740,42.5592,-83.0029
Collinsville-IL,IL,Collinsville,62234,6961,38.6835,-89.9853
Coldwater,MI,Coldwater,49036,2766,41.9255,-85.0057
Roosevelt,PA,Philadelphia,19124,4112,40.0178,-75.0895
Terrell,TX,Terrell,75160,6579,32.7515,-96.2831
Upland,CA,Upland,91786,687,34.1144,-117.6583
Bainbridge-OH,OH,Aurora,44202,6931,41.3176,-81.3454
St-Augustine,FL,Saint-Augustine,32084,6334,29.9175,-81.3668
Salem,OH,Salem,44460,3877,40.9,-80.8619
S-Strabane-Washington,PA,Washington,15301,4129,40.1717,-80.256
Castleton,IN,Indianapolis,46256,2018,39.8977,-86.0094
Bloomsburg,PA,Bloomsburg,17815,4171,41.0115,-76.4384
Ft-Myers-East,FL,Fort-Myers,33905,8444,26.6693,-81.7605
Menomonee-Falls,WI,Menomonee-Falls,53051,4940,43.1602,-88.1128
Leavenworth,KS,Leavenworth,66048,2216,39.3015,-94.9339
Decatur-AL,AL,Decatur,35603,884,34.5484,-87.0004
Napa,CA,Napa,94559,6652,38.2904,-122.2841
Tullytown,PA,Levittown,19055,4163,40.1483,-74.8371
Military-Circle,VA,Norfolk,23502,4615,36.8546,-76.2143
N-Melbourne,FL,Melbourne,32940,6381,28.2061,-80.685
Peoria,AZ,Peoria,85345,453,33.5761,-112.2344
Killeen,TX,Killeen,76543,6526,31.1172,-97.6651
Western-Hills,OH,Cincinnati,45211,3822,39.1524,-84.5967
Mahwah,NJ,Mahwah,07430,963,41.0817,-74.1861
Victoria,TX,Victoria,77904,6587,28.8675,-96.999
Liberty-Lake,WA,Liberty-Lake,99019,4743,47.6517,-117.0838
Brownsville,TX,Brownsville,78521,6521,25.9221,-97.4612
West-Niles,IL,Niles,60714,1981,42.0312,-87.8112
Niles,IL,Niles,60714,1907,42.0312,-87.8112
Cape-Coral,FL,Cape-Coral,33909,268,26.6939,-81.9452
Tigard,OR,Tigard,97224,4002,45.4094,-122.8014
Snellville,GA,Snellville,30078,144,33.8635,-84.0081
York,PA,York,17402,4125,39.959,-76.6592
Jasper-AL,AL,Jasper,35501,810,33.8312,-87.2775
Kingsport,TN,Kingsport,37660,702,36.5484,-82.5618
W-Wyoming,MI,Grandville,49418,2748,42.8939,-85.7619
West-Branch,MI,West-Branch,48661,2782,44.278999999999996,-84.2286
Springfield-OH,OH,Springfield,45504,3867,39.9408,-83.8343
S-Fort-Worth,TX,Fort-Worth,76134,529,32.6469,-97.3325
Marble-Falls,TX,Marble-Falls,78654,514,30.5784,-98.2751
Redmond-WA,WA,Redmond,98052,4723,47.6718,-122.1232
Mcallen,TX,Pharr,78577,506,26.1771,-98.18700000000001
Sandhills,SC,Columbia,29229,1109,34.1388,-80.8892
Sw-Omaha,NE,Omaha,68137,3203,41.2075,-96.1147
S-Corona,CA,Corona,92881,6665,33.8241,-117.5198
Irvington,AZ,Tucson,85714,467,32.1707,-110.9719
Murrells-Inlet,SC,Murrells-Inlet,29576,1122,33.5507,-79.0528
Encinitas,CA,Encinitas,92024,660,33.0535,-117.2689
Truxel-Rd,CA,Sacramento,95834,6649,38.6383,-121.5072
N-Pensacola,FL,Pensacola,32534,8472,30.5301,-87.2793
Freehold,NJ,Freehold,07728,961,40.2458,-74.2768
Sports-Arena,CA,San-Diego,92110,674,32.7635,-117.2028
Clarksville-TN,TN,Clarksville,37040,726,36.522,-87.34899999999999
Victorville,CA,Victorville,92395,665,34.5016,-117.2944
Redlands,CA,Redlands,92374,1013,34.065,-117.1672
Woodhaven-Blvd-Queens,NY,Glendale,11385,1220,40.7036,-73.8961
Flowery-Branch,GA,Flowery-Branch,30542,1856,34.1819,-83.9024
Hyannis,MA,Hyannis,02601,2612,41.6601,-70.2967
Madison-Heights,MI,Madison-Heights,48071,2731,42.5016,-83.1027
Chehalis,WA,Chehalis,98532,4740,46.6382,-122.9658
Staten-Island-South,NY,Staten-Island,10309,1281,40.5352,-74.2116
Rossford,OH,Rossford,43460,3858,41.6049,-83.5638
Beaverton,OR,Portland,97229,4001,45.5483,-122.8276
S-Boulevard-Charlotte,NC,Charlotte,28217,3646,35.1714,-80.9084
Auburn-Hills,MI,Auburn-Hills,48326,2764,42.6583,-83.2375
Edmond,OK,Edmond,73013,3907,35.6215,-97.4733
Spring-Hill-TN,TN,Spring-Hill,37174,775,35.7173,-86.9048
The-Dalles,OR,The-Dalles,97058,4026,45.5995,-121.1905
Chula-Vista,CA,Chula-Vista,91910,658,32.6371,-117.0676
Southlake,IN,Merrillville,46410,2001,41.4957,-87.3509
Hamden,CT,Hamden,06514,8473,41.361999999999995,-72.9361
Placerville,CA,Placerville,95667,1085,38.7195,-120.8046
Kyle,TX,Kyle,78640,8454,29.9966,-97.8335
Bangor,ME,Bangor,04401,2414,44.8242,-68.7918
Carson,CA,Carson,90745,6670,33.823,-118.2684
Southeast-Brewster,NY,Brewster,10509,1271,41.4097,-73.5992
Port-Richey,FL,Port-Richey,34668,238,28.3011,-82.6927
Silver-Spring,MD,Silver-Spring,20904,2551,39.0668,-76.9969
Oviedo,FL,Oviedo,32765,287,28.6513,-81.2066
Poplar-Midtown,TN,Memphis,38104,8916,35.1334,-90.0046
Bradenton,FL,Bradenton,34207,244,27.4394,-82.5778
Manchester-TN,TN,Manchester,37355,748,35.4958,-86.0816
Ft-Walton,FL,Fort-Walton-Beach,32548,6301,30.4206,-86.6286
Ne-Toledo,OH,Toledo,43612,3848,41.7046,-83.5656
Ozone-Park,NY,South-Ozone-Park,11420,1215,40.6744,-73.819
Bethesda,MD,Bethesda,20817,2509,38.9896,-77.1538
W-Hartford,CT,West-Hartford,06110,6210,41.7326,-72.7337
Summerwood,TX,Houston,77044,1832,29.8635,-95.1976
Canoga-Park,CA,Canoga-Park,91304,612,34.2197,-118.6111
Marlborough,MA,Marlborough,01752,2607,42.3509,-71.5434
Parkersburg,WV,Vienna,26105,4803,39.3251,-81.5411
Sun-City,FL,Ruskin,33573,6951,27.7147,-82.3538
W-Nyack,NY,West-Nyack,10994,1217,41.0973,-73.9768
Niles-OH,OH,Warren,44484,3808,41.2318,-80.7642
Griffin,GA,Griffin,30223,138,33.2549,-84.2728
Tatum-Bell,AZ,Phoenix,85032,464,33.6238,-112.0044
Ft-Pierce,FL,Fort-Pierce,34947,283,27.4493,-80.3592
Pineville,NC,Pineville,28134,3601,35.0709,-80.8859
Northgate,FL,Tampa,33604,279,28.0173,-82.4578
Tallahassee,FL,Tallahassee,32308,254,30.4771,-84.2246
Jacksonville-lane-Ave,FL,Jacksonville,32205,6346,30.3172,-81.722
Lovejoy,GA,Lovejoy,30250,6848,33.4429,-84.3136
Alton-IL,IL,Alton,62002,6920,38.9087,-90.1568
W-Houston,TX,Houston,77082,585,29.7223,-95.6285
Yakima,WA,Yakima,98903,4727,46.5445,-120.7444
Fairfax-Circle,VA,Fairfax,22030,4639,38.8458,-77.3242
Fairfax,VA,Fairfax,22030,4601,38.8458,-77.3242
Garner,NC,Garner,27529,3631,35.6813,-78.5975
Picayune,MS,Picayune,39466,2915,30.5418,-89.691
Minneapolis-Ne,MN,Minneapolis,55413,2807,44.998000000000005,-93.2552
Westmoreland,TX,Dallas,75237,552,32.659,-96.8765
Temple,TX,Temple,76504,6863,31.0917,-97.3648
Oxford-Valley,PA,Fairless-Hills,19030,4102,40.1748,-74.8519
Lincoln-Park,IL,Chicago,60614,1976,41.9229,-87.6483
Westheimer,TX,Houston,77063,6558,29.7348,-95.522
Glastonbury,CT,Glastonbury,06033,6220,41.7073,-72.5727
Portsmouth,NH,Portsmouth,03801,3409,43.0729,-70.8052
South-Portland,ME,South-Portland,04106,2406,43.6318,-70.2709
Hackensack,NJ,Hackensack,07601,983,40.8882,-74.0503
Gastonia,NC,Gastonia,28056,3606,35.2172,-81.1252
Quail-Springs,OK,Oklahoma-City,73134,3919,35.6174,-97.5583
Aspen-Hill,MD,Aspen-Hill,20906,2558,39.084,-77.0613
Park-City,UT,Park-City,84098,4415,40.7029,-111.5481
Blue-Ridge,GA,Blue-Ridge,30513,1771,34.8555,-84.3281
Elko,NV,Elko,89801,3320,40.9056,-115.5344
Mt-Laurel,NJ,Mount-Laurel,08054,914,39.9478,-74.9036
Wilkes-Barre,PA,Wilkes-Barre,18702,4122,41.2208,-75.7736
North-Shore,WI,Milwaukee,53212,4912,43.0712,-87.9084
Tracy,CA,Tracy,95304,1020,37.7319,-121.4096
Alhambra,CA,Alhambra,91803,6610,34.0745,-118.1434
Doral,FL,Miami,33182,3331,25.7877,-80.4166
N-Houston,TX,Houston,77037,6510,29.8892,-95.3935
Steelyard,OH,Cleveland,44109,6857,41.4458,-81.7033
E-Greensboro,NC,Greensboro,27406,3651,36.022,-79.7821
Clinton-MS,MS,Clinton,39056,2917,32.3411,-90.3229
S-Austin,TX,Sunset-Valley,78745,6570,30.2063,-97.7956
Meadowview,CA,Sacramento,95832,1003,38.4695,-121.4883
Bellingham,MA,Bellingham,02019,2651,42.0746,-71.4768
Acworth,GA,Acworth,30101,156,34.0756,-84.6477
Cherry-Hill,NJ,Cherry-Hill,08002,989,39.9308,-75.0175
N-Las-Vegas,NV,North-Las-Vegas,89032,3307,36.218,-115.1709
Chaska,MN,Chaska,55318,2825,44.8061,-93.6083
Spanaway,WA,Tacoma,98445,4747,47.1291,-122.4094
Covina,CA,Covina,91722,1845,34.0972,-117.9065
Thompson,NY,Monticello,12701,6172,41.6516,-74.7007
Danbury,CT,Danbury,06811,6209,41.424,-73.4716
Scottsboro,AL,Scottsboro,35768,812,34.7507,-86.1422
Livonia,MI,Livonia,48150,2742,42.3615,-83.3649
West-Norriton,PA,Norristown,19403,4145,40.1496,-75.3796
Tacoma,WA,Tacoma,98409,4701,47.2038,-122.4825
N-Tacoma,WA,Tacoma,98409,4720,47.2038,-122.4825
Wadsworth,OH,Wadsworth,44281,3882,41.0384,-81.7374
Hartwell-GA,GA,Hartwell,30643,1748,34.3571,-82.9296
Passaic,NJ,Passaic,07055,950,40.8601,-74.1283
Novi,MI,Novi,48374,2737,42.4735,-83.5224
Shawnee,KS,Shawnee,66217,2213,39.0417,-94.7202
Clay,NY,Liverpool,13090,6153,43.1528,-76.2235
Vh-Elizabeth,NJ,Elizabeth,07202,6905,40.6565,-74.2215
E-Wichita,KS,Wichita,67220,2204,37.7667,-97.2805
E-Wyoming,MI,Wyoming,49548,2761,42.8697,-85.6628
N-Arlington,TX,Arlington,76011,554,32.7582,-97.1003
Altoona,PA,Altoona,16602,4180,40.5052,-78.3905
Seabrook,NH,Seabrook,03874,3404,42.8854,-70.8646
Allen-Park,MI,Allen-Park,48101,6821,42.2522,-83.212
Topeka,KS,Topeka,66604,2207,39.0405,-95.7178
N-Knoxville,TN,Knoxville,37921,728,35.9793,-84.00299999999999
Lady-Lake,FL,Lady-Lake,32159,8447,28.9299,-81.9256
Ofallon,MO,O-Fallon,63366,3015,38.8239,-90.7427
Brooklyn-NY,NY,Brooklyn,11232,1225,40.6521,-74.0018
Chandler,AZ,Chandler,85224,470,33.3301,-111.8632
Santa-Fe,CO,Denver,80223,1505,39.7002,-105.0028
Poinciana,FL,Kissimmee,34758,6851,28.1984,-81.487
Wareham,MA,East-Wareham,02538,2613,41.7682,-70.6532
Kenai,AK,Kenai,99611,8938,60.6145,-151.2546
W-Eugene,OR,Eugene,97402,4028,44.0612,-123.1555
Taylor,MI,Taylor,48180,2709,42.2317,-83.2673
Taylor-West,MI,Taylor,48180,2789,42.2317,-83.2673
North-Avenue,IL,Chicago,60642,1912,41.9008,-87.6528
Centerline,TN,Knoxville,37917,731,35.998000000000005,-83.9152
E-Salt-Lake-City,UT,Salt-Lake-City,84106,4413,40.7056,-111.8548
Camillus,NY,Camillus,13031,1257,43.0417,-76.2807
Maui,HI,Kahului,96732,1703,20.8814,-156.4783
Windsor-CA,CA,Windsor,95492,6667,38.5443,-122.8073
Racine,WI,Racine,53406,4926,42.7242,-87.8551
W-Inglewood,CA,Inglewood,90301,6855,33.955,-118.3556
White-Marsh,MD,Baltimore,21220,2502,39.3401,-76.4153
Seminole,FL,Seminole,33772,6304,27.8466,-82.7954
Yonkers,NY,Yonkers,10710,1248,40.9656,-73.8434
Fairbanks,AK,Fairbanks,99701,1303,64.8378,-147.7164
Orange-k-CA,CA,Orange,92865,6965,33.8263,-117.8511
Oakland-Park,FL,Oakland-Park,33311,249,26.1421,-80.1728
N-Buffalo,NY,Buffalo,14207,1234,42.9491,-78.8978
Jersey-City,NJ,Jersey-City,07305,935,40.702,-74.089
Whitehall,PA,Whitehall,18052,4108,40.6567,-75.5041
Cape-May,NJ,Cape-May-Court-House,08210,943,39.1378,-74.7806
Bethlehem,PA,Bethlehem,18020,4105,40.6693,-75.3349
Rosenberg,TX,Rosenberg,77471,6530,29.5497,-95.7982
San-Luis-Obispo,CA,San-Luis-Obispo,93405,1052,35.2901,-120.6817
Newnan,GA,Newnan,30265,148,33.3958,-84.7121
Cleveland-Ave,OH,Columbus,43231,3811,40.080999999999996,-82.9383
Huntington-Beach-II,CA,Huntington-Beach,92647,6646,33.721,-118.0033
Mcdowell,AZ,Phoenix,85035,455,33.4724,-112.1832
Brunswick,GA,Brunswick,31520,141,31.1807,-81.4949
Corning,NY,Painted-Post,14870,6159,42.17100000000001,-77.1194
Victor,NY,Victor,14564,1264,42.9866,-77.418
Howell-MI,MI,Howell,48843,2751,42.6159,-83.9248
St-Matthews,KY,Louisville,40207,2313,38.2628,-85.6663
E-Lubbock,TX,Lubbock,79413,6827,33.5466,-101.8871
Cicero-NY,NY,Cicero,13039,1235,43.1707,-76.0962
Monroe,LA,Monroe,71203,366,32.553000000000004,-92.0422
Kennesaw,GA,Kennesaw,30144,106,34.0287,-84.6047
Kennesaw-North,GA,Kennesaw,30144,1777,34.0287,-84.6047
Glendora,CA,Glendora,91740,6617,34.1287,-117.8552
Gurnee,IL,Gurnee,60031,1922,42.3669,-87.9452
Gulfport,MS,Gulfport,39503,2901,30.4601,-89.0886
Yucca-Valley,CA,Yucca-Valley,92284,6971,34.1559,-116.4313
Ne-Mesa,AZ,Mesa,85215,406,33.4707,-111.7188
Bannister-Mall,MO,Kansas-City,64137,3016,38.9299,-94.5405
Harahan,LA,Harahan,70123,362,29.9511,-90.206
Allison-Park,PA,Allison-Park,15101,4152,40.57,-79.9665
Hanford,CA,Hanford,93230,1073,36.3314,-119.6491
Bowling-Green-OH,OH,Bowling-Green,43402,3864,41.3815,-83.6507
Moreno-Valley-II,CA,Moreno-Valley,92551,1087,33.8814,-117.2261
Brickyard,IL,Chicago,60707,1903,41.9232,-87.8185
Slidell,LA,Slidell,70460,365,30.2916,-89.8129
Sw-Blaine,MN,Blaine,55434,2847,45.1681,-93.2504
Kohler,WI,Kohler,53044,4924,43.7381,-87.7867
Boynton-Beach,FL,Boynton-Beach,33426,224,26.5175,-80.0834
Manhattan-KS,KS,Manhattan,66502,2217,39.1938,-96.5858
Tulalip,WA,Marysville,98271,4726,48.0966,-122.198
Gainesville-Ne,FL,Gainesville,32609,1854,29.7005,-82.30799999999999
Saratoga-Springs,NY,Saratoga-Springs,12866,1223,43.0708,-73.7408
Bonney-Lake,WA,Bonney-Lake,98391,8562,47.143,-122.1644
Greensboro,NC,Greensboro,27407,3604,36.0334,-79.8626
Ranson,WV,Ranson,25438,4805,39.2995,-77.8606
Murrieta,CA,Murrieta,92562,668,33.5631,-117.2738
Gardena,CA,Gardena,90248,611,33.8766,-118.2835
South-Hill,VA,South-Hill,23970,4659,36.7124,-78.1534
Ukiah,CA,Ukiah,95482,8408,39.1552,-123.1951
Lawrence,KS,Lawrence,66046,2211,38.9369,-95.242
Catonsville,MD,Catonsville,21228,2503,39.2782,-76.7401
Hybla-Valley,VA,Alexandria,22306,4638,38.7589,-77.0873
Jonesboro,GA,Atlanta,30354,123,33.6675,-84.3896
Southington,CT,Southington,06489,6208,41.6052,-72.8727
South-Southington,CT,Southington,06489,6235,41.6052,-72.8727
Rockwall,TX,Rockwall,75087,531,32.9492,-96.4418
Destin,FL,Destin,32541,6377,30.3949,-86.4692
New-Smyrna-Beach,FL,New-Smyrna-Beach,32168,6936,29.0247,-80.9584
Baytown,TX,Baytown,77521,6507,29.7705,-94.9695
Auburn-CA,CA,Auburn,95603,8597,38.9115,-121.08
Torrance,CA,Torrance,90505,618,33.8106,-118.3507
Key-West,FL,Key-West,33040,6313,24.5552,-81.7816
Rockland,MA,Rockland,02370,2650,42.1293,-70.9133
Hamilton,NJ,Robbinsville,08691,927,40.2197,-74.5939
Bennington,VT,Bennington,05201,4551,42.8827,-73.1923
Show-Low,AZ,Show-Low,85901,411,34.2998,-110.0
Providence,RI,Providence,02904,4285,41.8541,-71.4378
Moreno-Valley,CA,Moreno-Valley,92557,616,33.9553,-117.2457
Cedar-Park,TX,Cedar-Park,78613,6585,30.5052,-97.8203
Powder-Springs,GA,Powder-Springs,30127,6940,33.9135,-84.6859
Egg-Harbor,NJ,Egg-Harbor-Township,08234,930,39.3741,-74.6118
Rockland-ME,ME,Rockland,04841,2409,44.1123,-69.1139
Martinez,CA,Martinez,94553,1380,37.9864,-122.135
Howard-Lane,TX,Austin,78753,6553,30.3649,-97.6827
Sherman,TX,Sherman,75092,518,33.6372,-96.6184
Coconut-Grove-FL,FL,Miami,33133,6856,25.7378,-80.2248
N-Dartmouth,MA,North-Dartmouth,02747,2673,41.6338,-70.9958
Avon-OH,OH,Avon,44011,3835,41.4467,-82.0204
Deerwood,FL,Miami,33177,6976,25.5968,-80.4046
Riverview,FL,Riverview,33578,6380,27.8633,-82.3499
N-Haven,CT,North-Haven,06473,6201,41.3822,-72.8585
Los-Banos,CA,Los-Banos,93635,8427,37.0627,-120.8544
Brookhaven,MS,Brookhaven,39601,2913,31.5858,-90.45200000000001
Stratford,CT,Stratford,06614,6225,41.216,-73.1304
W-Evansville,IN,Evansville,47712,2010,37.929,-87.6604
Bettendorf,IA,Bettendorf,52722,2111,41.5509,-90.4942
Sw-Bakersfield,CA,Bakersfield,93313,6687,35.2974,-119.0509
Clarksville,IN,Clarksville,47129,2002,38.311,-85.7645
Cutler-Ridge,FL,Miami,33157,207,25.6062,-80.3426
Orange-Township,OH,Powell,43065,3836,40.1834,-83.0912
Katy,TX,Katy,77449,534,29.8323,-95.736
Holiday,FL,Holiday,34691,288,28.1913,-82.756
Five-Point,TX,Corpus-Christi,78410,6564,27.8458,-97.596
Everett,WA,Everett,98204,4713,47.9017,-122.2472
Mechanicsville,VA,Mechanicsville,23111,4624,37.6281,-77.3395
Woodhaven,MI,Woodhaven,48183,2738,42.1382,-83.2179
Nw-Roswell-Westwind,GA,Roswell,30075,146,34.0408,-84.3859
North-Fontana,CA,Fontana,92336,6960,34.1173,-117.4378
Raleigh,NC,Raleigh,27616,3616,35.8673,-78.5381
Conroe,TX,Conroe,77304,508,30.3217,-95.5285
Watsonville,CA,Watsonville,95076,1069,36.9102,-121.7569
Brooklyn,OH,Cleveland,44130,3806,41.3826,-81.7964
Sandpoint,ID,Ponderay,83852,1810,48.3055,-116.5338
West-Allis,WI,West-Allis,53227,4902,42.9949,-88.0364
Shorewood,IL,Shorewood,60404,6925,41.5076,-88.2169
Chesapeake,VA,Chesapeake,23320,4619,36.7352,-76.2384
Bellevue,TN,Nashville,37221,722,36.0662,-86.9639
Lake-Worth-II,FL,Lake-Worth,33467,6316,26.6104,-80.1683
Se-Austin,TX,Austin,78704,6542,30.2428,-97.7658
N-Richland,TX,Richland-Hills,76180,540,32.84,-97.225
Palatka,FL,Palatka,32177,8531,29.6577,-81.6595
Hilo,HI,Hilo,96720,8453,19.7025,-155.0939
E-Charlotte,NC,Charlotte,28227,3639,35.1936,-80.6846
Vh-Garwood,NJ,Garwood,07027,6903,40.6512,-74.3239
Goleta,CA,Goleta,93117,6623,34.4296,-119.8612
N-Reno,NV,Reno,89512,3304,39.5483,-119.7957
Lancaster,CA,Lancaster,93534,6651,34.6909,-118.1491
Stuart,FL,Stuart,34994,6314,27.1968,-80.2538
Mukwonago,WI,Mukwonago,53149,4921,42.8821,-88.3451
Albany-NY,NY,Albany,12205,1262,42.7198,-73.8207
AlbaNY,NY,Albany,12205,1241,42.7198,-73.8207
Derby,CT,Derby,06418,6226,41.3229,-73.08
Centerville-OH,OH,Centerville,45459,3854,39.6464,-84.1717
Orion-Township,MI,Lake-Orion,48360,2743,42.7429,-83.272
Rancho-Mirage,CA,Rancho-Mirage,92270,667,33.7643,-116.4225
Ontario,OH,Mansfield,44906,3846,40.7627,-82.5593
Burbank,CA,Burbank,91502,6654,34.1745,-118.3059
Selden,NY,Selden,11784,1209,40.8699,-73.0448
E-Bradenton,FL,University-Park,34201,6319,27.4047,-82.4705
Williamsburg,VA,Williamsburg,23188,4635,37.3178,-76.7634
Bear-Valley,CO,Denver,80227,1520,39.6667,-105.0854
Cross-County-colerain,OH,Cincinnati,45251,3814,39.2672,-84.5993
Sierra-Vista,AZ,Sierra-Vista,85635,443,31.5365,-110.2666
Clifton,NJ,Clifton,07012,908,40.8488,-74.1612
E-Colonial,FL,Orlando,32807,266,28.5515,-81.3051
Ada,OK,Ada,74820,3918,34.78,-96.6924
Eastwood,AL,Birmingham,35210,880,33.5452,-86.6655
Montgomeryville,PA,Lansdale,19446,4104,40.2378,-75.2955
La-Place,LA,La-Place,70068,378,30.0777,-90.4895
Billings,MT,Billings,59102,3101,45.7813,-108.5727
Oswego,IL,Oswego,60543,1975,41.6849,-88.3453
Panorama-City,CA,Panorama-City,91402,6644,34.2262,-118.447
Winston-Salem,NC,Winston-Salem,27103,3610,36.0671,-80.3025
Cortlandt-Mohegan,NY,Mohegan-Lake,10547,1251,41.3143,-73.8508
Brighton-CO,CO,Brighton,80601,1547,39.943000000000005,-104.7866
Fayetteville,NC,Fayetteville,28314,3626,35.0583,-79.008
Montville-CT,CT,Uncasville,06382,6234,41.4622,-72.1126
Hickory-Hill,TN,Memphis,38115,725,35.0579,-89.86399999999999
Wasilla,AK,Wasilla,99654,1304,61.5923,-149.3959
Lebanon-PA,PA,Lebanon,17042,4141,40.3316,-76.3976
Thornton,CO,Denver,80229,1503,39.8671,-104.9227
North-281,TX,San-Antonio,78258,6550,29.6562,-98.4967
Sandy-Plain,GA,Marietta,30066,1763,34.0378,-84.5038
S-Fresno,CA,Fresno,93727,1086,36.7528,-119.7061
Mesquite,TX,Mesquite,75150,6537,32.8154,-96.6307
Ft-Myers,FL,Fort-Myers,33912,276,26.4972,-81.8246
Evansville,IN,Evansville,47715,2003,37.9678,-87.4855
Bear-Creek,MI,Petoskey,49770,2755,45.3559,-84.9133
Mountain-Home,AR,Mountain-Home,72653,1410,36.3312,-92.3753
Mechanicsburg,PA,Mechanicsburg,17050,4120,40.2122,-77.0265
Bethel-Park,PA,Bethel-Park,15102,4176,40.321,-80.0398
Sebastian,FL,Sebastian,32958,8545,27.7901,-80.4784
Roanoke-TX,TX,Roanoke,76262,6581,33.0211,-97.2127
King-Of-Prussia,PA,King-Of-Prussia,19406,4188,40.0956,-75.3737
Watchung,NJ,Watchung,07069,906,40.6378,-74.4514
Plainwell,MI,Plainwell,49080,2771,42.4544,-85.5994
Honolulu,HI,Honolulu,96817,1701,21.3295,-157.8615
La-Mirada,CA,La-Mirada,90638,684,33.9067,-118.0101
Parkville,MD,Parkville,21234,2577,39.3876,-76.5418
Towson,MD,Parkville,21234,2504,39.3876,-76.5418
Hillcroft,TX,Houston,77085,6859,29.6218,-95.4819
Gulfgate-Mall,TX,Houston,77087,6509,29.6876,-95.3011
E-Spartanburg,SC,Spartanburg,29307,1108,34.9839,-81.8313
St-Cloud-West,FL,Saint-Cloud,34769,6350,28.248,-81.2876
Spring-Valley,TX,Spring-Valley,77024,6985,29.7696,-95.5201
Loganville,GA,Loganville,30052,172,33.8769,-83.8968
Port-Richmond,PA,Philadelphia,19134,4150,39.9925,-75.1133
Euless,TX,Euless,76040,537,32.8264,-97.0972
Alpharetta,GA,Alpharetta,30004,149,34.1124,-84.302
University,NC,Charlotte,28213,3603,35.2836,-80.7638
Pearland,TX,Pearland,77581,6543,29.5617,-95.2721
Brooklyn-Park,MN,Brooklyn-Park,55428,2804,45.0632,-93.3811
Bristol,CT,Bristol,06010,6229,41.6823,-72.9302
Venice,FL,Venice,34293,273,27.0606,-82.352
W-Des-Moines,IA,West-Des-Moines,50266,2103,41.5695,-93.7994
Sandy-UT,UT,Sandy,84070,4409,40.5794,-111.8816
Binghamton,NY,Johnson-City,13790,1252,42.1267,-75.9685
Mt-Pleasant,MI,Mount-Pleasant,48858,2732,43.6013,-84.7736
Boca-Raton,FL,Boca-Raton,33434,204,26.3839,-80.1749
Gig-Harbor,WA,Gig-Harbor,98332,4728,47.3607,-122.6001
Calhoun,GA,Calhoun,30701,8924,34.4965,-84.9345
Manchester-NH,NH,Manchester,03103,3482,42.9656,-71.4493
Chippewa,PA,Beaver-Falls,15010,4148,40.7687,-80.3592
Gloucester,VA,Gloucester,23061,4650,37.4126,-76.5464
Cumming,GA,Cumming,30041,134,34.2037,-84.1031
Joliet,IL,Joliet,60435,1962,41.5454,-88.1299
San-Carlos,CA,San-Carlos,94070,628,37.4969,-122.2674
Bel-Air,MD,Bel-Air,21014,2506,39.5394,-76.3564
Geneva,IL,Geneva,60134,1921,41.886,-88.311
Strongsville,OH,Strongsville,44136,3817,41.3132,-81.8285
Crescent-Springs,KY,Crescent-Springs,41017,2324,39.03,-84.559
Anaheim,CA,Anaheim,92801,6647,33.8428,-117.9546
Carpentersville,IL,Carpentersville,60110,1948,42.123000000000005,-88.2606
North-Versailles,PA,North-Versailles,15137,4156,40.3762,-79.8124
Tempe-K,AZ,Tempe,85283,489,33.3665,-111.9312
Stadium,FL,Tampa,33607,256,27.9625,-82.4895
Oneonta,NY,Oneonta,13820,6173,42.4625,-75.0491
Randallstown,MD,Randallstown,21133,6945,39.3746,-76.8002
El-Cajon-r676,CA,El-Cajon,92020,1848,32.7928,-116.9665
W-Palm-Beach,FL,West-Palm-Beach,33411,6330,26.6644,-80.1741
Lockport,NY,Lockport,14094,1268,43.16,-78.6923
South-Charlotte,NC,Charlotte,28277,3640,35.0552,-80.8195
E-Windsor,NJ,East-Windsor,08520,982,40.2669,-74.525
Blairsville,GA,Blairsville,30512,1750,34.8763,-83.992
Eagle-Creek,IN,Indianapolis,46254,2014,39.849000000000004,-86.272
Sylacauga,AL,Sylacauga,35150,809,33.1717,-86.2713
Orange,TX,Orange,77630,8419,30.0709,-93.8659
Newport-News,VA,Newport-News,23602,4613,37.1132,-76.5179
Sw-Richmond,VA,Midlothian,23112,4627,37.431,-77.6545
Arlington,TX,Arlington,76017,541,32.6555,-97.1599
Brownwood,TX,Brownwood,76801,6820,31.7754,-98.9915
Salisbury,MD,Salisbury,21804,2561,38.3508,-75.5338
Greenfield,IN,Greenfield,46140,2026,39.7902,-85.8141
N-Little-Rock,AR,North-Little-Rock,72117,1402,34.7658,-92.1524
Austell,GA,Austell,30106,1749,33.8369,-84.6307
South-Setauket,NY,South-Setauket,11720,1265,40.8705,-73.0822
Santee,CA,Santee,92071,673,32.8486,-116.9862
Annandale,VA,Alexandria,22312,4640,38.8191,-77.1484
San-Marcos,CA,San-Marcos,92069,6656,33.1444,-117.1697
Bridgewater-II-Rt-202,NJ,Bridgewater,08807,962,40.5904,-74.6267
Bridgewater-Rt-28,NJ,Bridgewater,08807,947,40.5904,-74.6267
Ithaca,NY,Ithaca,14850,6155,42.4406,-76.4966
Clearwater,FL,Clearwater,33765,6357,27.9902,-82.7433
Oil-City,PA,Franklin,16323,4178,41.4048,-79.8309
Pace,FL,Pace,32571,6368,30.6698,-87.1794
High-Point,NC,High-Point,27262,3633,35.9734,-80.0107
