store_name,state,city,zip,store_id,lat,lon
E-Delray-Beach,FL,Delray-Beach,33444,6315,26.4564,-80.0793
Nw-Bakersfield,CA,Bakersfield,93312,1064,35.3935,-119.1205
South-Merrimack,NH,Merrimack,03054,3486,42.8667,-71.5128
Plymouth,MN,Plymouth,55441,2808,45.0058,-93.4193
E-Springfield,MA,Wilbraham,01095,2678,42.1245,-72.4464
Van-Nuys,CA,Van-Nuys,91406,6661,34.2006,-118.4868
Golden,CO,Golden,80401,1522,39.7305,-105.1915
Gulf-Freeway,TX,Houston,77089,6501,29.594,-95.2218
Naples,FL,Naples,34109,280,26.2534,-81.7644
Uniontown,PA,Uniontown,15401,4172,39.8897,-79.7282
Millenia,FL,Orlando,32839,6367,28.4871,-81.4082
Dan-Ryan,IL,Chicago,60620,1914,41.7411,-87.6543
Hialeah-Gardens,FL,Hialeah-Gardens,33018,6872,25.9098,-80.3889
Batesville,AR,Batesville,72501,1411,35.7826,-91.6352
Hadley,MA,Hadley,01035,8452,42.3606,-72.5715
Jupiter,FL,Jupiter,33458,274,26.9339,-80.1201
Lake-Worth-TX,TX,Lake-Worth,76135,6549,32.8248,-97.4519
Riverhead,NY,Riverhead,11901,1222,40.9262,-72.652
Poway,CA,Poway,92064,8949,32.9756,-117.0402
Cleburne,TX,Cleburne,76033,6520,32.3509,-97.4103
Sunset,CA,Hollywood,90028,6616,34.1005,-118.3254
Biloxi,MS,Biloxi,39532,2910,30.511,-88.9681
Reno,NV,Reno,89511,3310,39.4151,-119.7668
Hamburg,NY,Buffalo,14219,1286,42.7863,-78.8264
Cheltenham,PA,Wyncote,19095,4109,40.0867,-75.1524
Poulsbo,WA,Poulsbo,98370,4741,47.7423,-122.6277
Thousand-Oaks,CA,Thousand-Oaks,91320,6662,34.1774,-118.9358
Union-Vauxhall,NJ,Vauxhall,07088,915,40.7179,-74.2829
Va-Beach-Princess-Anne,VA,Virginia-Beach,23456,4626,36.7341,-76.0359
General-Booth,VA,Virginia-Beach,23456,4643,36.7341,-76.0359
Mt-Pleasant-TX,TX,Mount-Pleasant,75455,8540,33.1733,-94.9695
West-Mifflin,PA,West-Mifflin,15122,4115,40.3634,-79.8664
Danvers-East,MA,Danvers,01923,2623,42.5694,-70.9425
Danvers,MA,Danvers,01923,2663,42.5694,-70.9425
Escondido-II,CA,Escondido,92027,1053,33.1388,-117.052
Austin-Mueller-Airport,TX,Austin,78723,6892,30.3085,-97.6849
Reading-MA,MA,Reading,01867,2614,42.528,-71.109
St-Joseph,MO,Saint-Joseph,64506,8984,39.7893,-94.8043
Boerne,TX,Boerne,78006,6556,29.8931,-98.6857
Woodbury,MN,Woodbury,55125,2810,44.9197,-92.9439
Kona,HI,Kailua-Kona,96740,1704,19.6531,-155.9798
Tehachapi,CA,Tehachapi,93561,6835,35.1322,-118.449
San-Ramon,CA,San-Ramon,94583,6604,37.7562,-121.9522
Pflugerville,TX,Pflugerville,78660,6808,30.4421,-97.6299
Sherwood,OR,Sherwood,97140,4015,45.3514,-122.8567
E-Columbia,SC,Columbia,29223,1110,34.0853,-80.9167
Apache-Junction,AZ,Mesa,85209,404,33.3782,-111.6406
Superstition,AZ,Mesa,85209,456,33.3782,-111.6406
Woodland-Hills,CA,Woodland-Hills,91367,6632,34.1767,-118.6159
West-Madison,WI,Madison,53711,4909,43.0356,-89.4526
S-Richmond-Chester,VA,Chester,23831,4616,37.3429,-77.4156
Kerrville,TX,Kerrville,78028,6576,30.0416,-99.1408
Harrison-AR,AR,Harrison,72601,1409,36.2417,-93.1062
Carson-City,NV,Carson-City,89705,3312,39.0554,-119.8059
Copperfield,TX,Houston,77084,6506,29.844,-95.6623
Orange-CT,CT,Orange,06477,6202,41.2815,-73.0287
Phoenix-51st-Baseline,AZ,Laveen,85339,447,33.3436,-112.1716
Carefree,AZ,Cave-Creek,85331,488,33.8851,-111.9349
Ne-Colorado-Springs,CO,Colorado-Springs,80920,1538,38.9497,-104.76700000000001
Academy-Blvd,CO,Colorado-Springs,80920,1510,38.9497,-104.76700000000001
Pontiac,MI,Pontiac,48341,2701,42.6294,-83.3041
Farmington,NM,Farmington,87402,3508,36.7685,-108.1478
Waukesha,WI,Waukesha,53186,4918,42.9993,-88.2196
Eldorado-Webster-r0567,TX,Webster,77598,1859,29.5564,-95.14399999999999
Lake-Geneva,WI,Lake-Geneva,53147,4916,42.5881,-88.4554
W-Macon,GA,Macon,31206,1772,32.7914,-83.679
Portage-kalamazoo,MI,Portage,49002,2728,42.1938,-85.5639
Gainesville-TX,TX,Gainesville,76240,519,33.6547,-97.1583
E-Boise,ID,Boise,83705,1806,43.5851,-116.2191
Windham,CT,North-Windham,06256,6230,41.7451,-72.1601
Bakersfield-Central,CA,Bakersfield,93309,1050,35.3384,-119.0627
Eldersburg,MD,Sykesville,21784,2581,39.4567,-76.9696
Wilmington,NC,Wilmington,28403,3629,34.2237,-77.8862
Port-St-Lucie-South,FL,Port-Saint-Lucie,34953,6934,27.2625,-80.3793
Colonia,NJ,Colonia,07067,981,40.5937,-74.3164
Crystal-Lake,IL,Crystal-Lake,60014,1920,42.2308,-88.3324
W-Long-Branch,NJ,West-Long-Branch,07764,907,40.2878,-74.0162
W-Central-Las-Vegas,NV,Las-Vegas,89103,3318,36.1149,-115.2161
Ladera-Heights,CA,Los-Angeles,90056,1061,33.9853,-118.3707
Edison,NJ,Edison,08837,944,40.5325,-74.3375
Allentown-South,PA,Allentown,18103,4140,40.5891,-75.4645
Lynchburg,VA,Lynchburg,24502,4655,37.3825,-79.2181
Hayward,CA,Hayward,94541,1017,37.674,-122.0894
Lapeer,MI,Lapeer,48446,2736,43.0579,-83.3332
Great-Falls,MT,Great-Falls,59404,3103,47.5098,-111.3405
Olive-Branch,MS,Olive-Branch,38654,8469,34.9441,-89.8544
Merritt-Island,FL,Merritt-Island,32953,234,28.3888,-80.7301
Camarillo,CA,Camarillo,93010,1012,34.2313,-119.0464
Lancaster-TX,TX,Lancaster,75146,8976,32.5914,-96.7728
Klamath-Falls,OR,Klamath-Falls,97603,4019,42.1919,-121.7241
West-Dade,FL,Miami,33165,206,25.7343,-80.3588
S-Philadelphia,PA,Philadelphia,19148,4101,39.9207,-75.1595
Bullhead-City,AZ,Bullhead-City,86429,442,35.1715,-114.5386
El-Monte,CA,El-Monte,91731,6673,34.0791,-118.0371
Spanish-Springs,NV,Sparks,89436,3313,39.6269,-119.7081
Sawgrass,FL,Sunrise,33323,6329,26.151999999999997,-80.3165
Hattiesburg,MS,Hattiesburg,39402,2905,31.3098,-89.3775
Elizabethtown,KY,Elizabethtown,42701,2316,37.6848,-85.8784
College-Park,MD,College-Park,20740,2552,38.9963,-76.9299
Oak-Harbor,WA,Oak-Harbor,98277,8563,48.3151,-122.6374
Phil-Oregon-Ave,PA,Philadelphia,19145,4166,39.9227,-75.1812
N-Hollywood-Stirling,FL,Hollywood,33020,6310,26.0161,-80.1517
Newark-NJ,NJ,Newark,07103,980,40.736999999999995,-74.1964
Bedford-Park,IL,Chicago,60629,1908,41.7781,-87.7069
Forest-City,FL,Altamonte-Springs,32714,263,28.6625,-81.4117
Monticello,MN,Monticello,55362,2840,45.2956,-93.8023
Warrenton-OR,OR,Warrenton,97146,4023,46.145,-123.9254
Lake-Elsinore,CA,Lake-Elsinore,92530,8988,33.6598,-117.3485
Thatcher,AZ,Thatcher,85552,445,32.8504,-109.7461
Colorado-Springs,CO,Colorado-Springs,80909,1504,38.852,-104.7735
Campbell,CA,Campbell,95008,642,37.2803,-121.9539
Moore,OK,Moore,73160,3917,35.334,-97.4768
Henrietta,NY,Rochester,14623,1246,43.0834,-77.6344
Ewing,NJ,Ewing,08638,976,40.251,-74.7627
Littleton-NH,NH,Littleton,03561,8539,44.3112,-71.7768
Sandusky,OH,Sandusky,44870,3866,41.4349,-82.7063
Longmont,CO,Longmont,80501,1521,40.1779,-105.1009
Morristown,TN,Morristown,37814,744,36.2248,-83.3119
Se-Baton-Rouge,LA,Baton-Rouge,70810,370,30.3633,-91.0919
Maple-Heights,OH,Maple-Heights,44137,3804,41.4105,-81.5603
Nw-Omaha,NE,Omaha,68116,3201,41.2879,-96.1495
Waxahachie,TX,Waxahachie,75165,6505,32.3808,-96.8374
Cerritos,CA,Cerritos,90703,608,33.8669,-118.0686
Riverside,CA,Riverside,92504,6619,33.9315,-117.4119
Southfield,MI,Southfield,48076,2711,42.4981,-83.2058
Charleston-WV,WV,Charleston,25309,4802,38.3684,-81.6996
Fairfield-CA,CA,Fairfield,94533,637,38.2671,-122.0357
Pembroke-Pines-r0259,FL,Pembroke-Pines,33026,6852,26.0229,-80.2974
Sarasota,FL,Sarasota,34233,255,27.2866,-82.477
Valley-Stream,NY,Valley-Stream,11581,1216,40.6523,-73.7118
Arvada,CO,Arvada,80002,1502,39.7945,-105.0984
Saugus,MA,Saugus,01906,2653,42.4633,-71.0111
Denham-Springs,LA,Denham-Springs,70726,375,30.459,-90.9027
El-Dorado,AR,El-Dorado,71730,8537,33.2073,-92.6629
Hillsdale,CA,San-Jose,95124,1009,37.2563,-121.9229
Naperville,IL,Naperville,60540,1918,41.7662,-88.141
South-Elgin,IL,South-Elgin,60177,6923,41.9969,-88.2986
Homer-Township,IL,Homer-Glen,60491,1989,41.6028,-87.9599
Lakewood-CA,CA,Lakewood,90712,6614,33.8512,-118.1457
Downers-Grove,IL,Downers-Grove,60515,1916,41.8034,-88.0138
Dearborn-Heights,MI,Dearborn-Heights,48125,2710,42.2768,-83.2606
Bronx-Terminal,NY,Bronx,10451,6891,40.8222,-73.9217
Balch-Springs,TX,Balch-Springs,75180,555,32.7287,-96.6228
West-Hills,CA,West-Hills,91307,1070,34.1963,-118.6389
South-Naples,FL,Naples,34112,6348,26.1184,-81.7361
Quincy-IL,IL,Quincy,62305,1915,39.9601,-91.3026
Sw-Greenville,SC,Greenville,29605,1127,34.8001,-82.3932
Palatine,IL,Palatine,60074,1927,42.1458,-88.023
Wappingers-Falls,NY,Wappingers-Falls,12590,1207,41.595,-73.8876
Hilliard,OH,Hilliard,43026,3872,40.0322,-83.1383
Bellmead-Waco,TX,Waco,76705,6830,31.6403,-97.0963
Myrtle-Grove,NC,Wilmington,28412,3609,34.1572,-77.9141
Delran,NJ,Delran,08075,970,40.0293,-74.9497
Jericho,NY,Jericho,11753,1213,40.7881,-73.5331
S-Fontana,CA,Fontana,92337,1857,34.0498,-117.4706
Somersworth,NH,Somersworth,03878,8931,43.2525,-70.8756
Ellenwood,GA,Ellenwood,30294,6977,33.6166,-84.2939
Montano,NM,Albuquerque,87107,3502,35.1347,-106.6427
Lake-Charles,LA,Lake-Charles,70615,363,30.2585,-93.1146
Ellicott-City,MD,Ellicott-City,21042,2566,39.2726,-76.8614
Owensboro,KY,Owensboro,42301,2317,37.7513,-87.1554
Jonesboro-AR,AR,Jonesboro,72404,1406,35.7792,-90.766
Spring-Cypress,TX,Cypress,77429,6586,29.9766,-95.6358
Newhall,CA,Santa-Clarita,91355,1055,34.3985,-118.5535
Ashburn,VA,Ashburn,20147,4647,39.0373,-77.4805
Troutdale,OR,Troutdale,97060,4014,45.5254,-122.3739
Conyers,GA,Conyers,30013,128,33.6436,-83.9684
Columbia,MO,Columbia,65202,3001,38.995,-92.3112
Lake-Wales,FL,Lake-Wales,33859,203,27.8774,-81.6221
Broomfield,CO,Broomfield,80020,1524,39.9245,-105.0609
Noblesville,IN,Noblesville,46060,2017,40.0563,-86.0163
Oxon-Hill,MD,Oxon-Hill,20745,2554,38.8108,-76.9898
Rockhill,SC,Rock-Hill,29730,1114,34.9151,-81.0129
Phenix-City,AL,Phenix-City,36867,817,32.4978,-85.0234
S-Cape-Coral,FL,Cape-Coral,33914,6975,26.5557,-82.0206
E-Palo-Alto,CA,East-Palo-Alto,94303,6603,37.4673,-122.1388
Wichita-Falls,TX,Wichita-Falls,76308,6588,33.8633,-98.53399999999999
Commerce,CA,Commerce,90040,654,33.9909,-118.1532
S-Brunswick,NJ,Monmouth-Junction,08852,6917,40.3869,-74.5558
Champaign,IL,Champaign,61820,1984,40.111,-88.2407
Corpus-Christi,TX,Corpus-Christi,78411,526,27.7311,-97.3877
Catskill,NY,Leeds,12451,6176,42.3045,-73.9457
New-Rochelle,NY,New-Rochelle,10805,1245,40.9002,-73.781
Hollywood-FL,FL,West-Park,33023,285,25.9894,-80.2153
W-Albuquerque,NM,Albuquerque,87114,3504,35.1868,-106.6652
Fields-Ertel-OH,OH,Mason,45040,3813,39.3357,-84.3149
Fayetteville-AR,AR,Fayetteville,72703,1403,36.0992,-94.1716
Bridgeton,MO,Bridgeton,63044,3003,38.7506,-90.4161
San-Bernardino,CA,San-Bernardino,92405,683,34.1446,-117.3013
Lakeland,FL,Lakeland,33805,248,28.072,-81.9609
Skillman,TX,Dallas,75231,6804,32.8756,-96.7495
Franklin-TN,TN,Franklin,37064,734,35.9328,-86.8788
Volo,IL,Ingleside,60041,1944,42.3631,-88.1587
Grand-Junction,CO,Grand-Junction,81505,1513,39.1071,-108.5968
Cleveland,TN,Cleveland,37312,743,35.2023,-84.8476
N-Spokane,WA,Spokane,99218,4719,47.7556,-117.4146
East-Port-Richey,FL,New-Port-Richey,34654,6865,28.3022,-82.6264
Westgate,OH,Toledo,43606,3807,41.6712,-83.60600000000001
Punta-Gorda,FL,Punta-Gorda,33950,6950,26.9152,-82.0532
Flagler-II,FL,Miami,33144,6343,25.7626,-80.3096
Absecon,NJ,Absecon,08201,975,39.4218,-74.4949
Lexington-SC,SC,Lexington,29072,1106,33.9724,-81.2359
Pleasantburg,SC,Greenville,29609,1104,34.8921,-82.4002
W-Knoxville,TN,Knoxville,37922,730,35.858000000000004,-84.1194
Henderson,NV,Henderson,89014,3302,36.0564,-115.07799999999999
W-Sacramento,CA,West-Sacramento,95605,1846,38.5927,-121.5325
Reisterstown,MD,Baltimore,21215,2584,39.3446,-76.6794
Ogden,UT,Ogden,84404,4411,41.2627,-111.9837
Seymour,IN,Seymour,47274,2021,38.9571,-85.8825
N-Kingstown,RI,North-Kingstown,02852,4283,41.5894,-71.4625
N-Plano,TX,Plano,75024,527,33.0752,-96.7843
West-Woodlands,TX,Magnolia,77354,6819,30.2333,-95.5502
N-Ft-Collins,CO,Fort-Collins,80524,1544,40.5986,-105.0581
Detroit-7-Mile-Meyers,MI,Detroit,48235,2781,42.4261,-83.1951
Casper,WY,Casper,82609,6001,42.8406,-106.2806
Gainesville,FL,Gainesville,32607,270,29.6456,-82.4033
Portland,ME,Portland,04103,2401,43.6876,-70.2876
East-Manassas,VA,Manassas,20110,4648,38.7492,-77.4878
Carmel,IN,Carmel,46032,2037,39.9712,-86.1245
Westbury-Square,TX,Houston,77035,578,29.6518,-95.4854
Peoria-IL,IL,Peoria,61615,1978,40.7661,-89.645
Alexandria,VA,Alexandria,22304,4603,38.8149,-77.12100000000001
Ocotillo-S-Chandler,AZ,Chandler,85248,417,33.2509,-111.8593
Woodstock,GA,Woodstock,30189,116,34.1281,-84.5717
Warrington,PA,Warrington,18976,4143,40.2464,-75.1354
Rohnert-Pk,CA,Rohnert-Park,94928,641,38.347,-122.6941
Hutto,TX,Hutto,78634,8439,30.5257,-97.5672
Old-Bridge-II,NJ,Old-Bridge,08857,957,40.398,-74.3236
Anderson,SC,Anderson,29621,1105,34.5261,-82.6304
Marina-Del-Rey,CA,Los-Angeles,90066,6611,34.003,-118.4298
St-Cloud,MN,Waite-Park,56387,2811,45.5497,-94.2245
Eagle,ID,Eagle,83616,1809,43.7069,-116.36200000000001
Atlantic-And-Girvin,FL,Jacksonville,32225,6365,30.351,-81.5061
Regency-Sq,FL,Jacksonville,32225,272,30.351,-81.5061
Auburn-MA,MA,Auburn,01501,2682,42.2055,-71.8391
Countryside,IL,Countryside,60525,1983,41.7842,-87.8689
Gretna,LA,Gretna,70053,359,29.9108,-90.0531
Wylie,TX,Wylie,75098,6589,33.0041,-96.5394
Easton,PA,Easton,18045,4173,40.6957,-75.2865
Lakewood-North,CO,Lakewood,80214,1550,39.7436,-105.0643
N-Austin,TX,Austin,78759,6839,30.4036,-97.7526
Port-Huron-ft-Gratiot,MI,Fort-Gratiot,48059,2733,43.0888,-82.4905
Chattanooga,TN,Chattanooga,37421,742,35.025,-85.1459
Florida-City,FL,Florida-City,33034,6355,25.2846,-80.6246
Alvin,TX,Alvin,77511,6539,29.412,-95.2515
Auburn-IN,IN,Auburn,46706,2024,41.358999999999995,-85.0468
Antelope,CA,Sacramento,95842,6669,38.6865,-121.3494
Wallkill,NY,Middletown,10940,1242,41.4512,-74.4701
Parsippany,NJ,Parsippany,07054,977,40.8621,-74.4117
Southaven,MS,Horn-Lake,38637,2903,34.9519,-90.0507
Long-Island-City,NY,Long-Island-City,11101,1255,40.7446,-73.9345
Bruckner-Blvd-And-Brush,NY,Bronx,10465,6877,40.8261,-73.8196
W-Oklahoma-City,OK,Oklahoma-City,73127,3908,35.4834,-97.6299
Smyrna,TN,Smyrna,37167,776,35.9656,-86.5048
N-Hollywood,CA,North-Hollywood,91605,6613,34.2057,-118.4001
Morrow,GA,Morrow,30260,114,33.5849,-84.3247
Manahawkin,NJ,Stafford-Township,08050,951,39.705,-74.2604
W-Reno,NV,Reno,89523,3311,39.5249,-119.9031
Brandon-MS,MS,Brandon,39042,2907,32.3038,-89.964
Apple-Valley-CA,CA,Apple-Valley,92308,6834,34.4698,-117.1927
S-Little-Rock,AR,Little-Rock,72209,8919,34.6725,-92.3529
Manhattan-59th-Street,NY,New-York,10022,6177,40.7571,-73.9657
Lanham,MD,Lanham,20706,8548,38.9675,-76.8551
Springfield,VA,Springfield,22150,4617,38.7797,-77.1866
American-Fork,UT,American-Fork,84003,4417,40.3928,-111.7941
Pearl-City,HI,Pearl-City,96782,1702,21.4084,-157.9652
Upper-Marlboro,MD,Upper-Marlboro,20772,8550,38.8377,-76.798
Auburn-opelika,AL,Opelika,36801,816,32.6454,-85.3783
Clarence,NY,Williamsville,14221,1230,42.9685,-78.7492
Massena,NY,Massena,13662,8996,44.9322,-74.8845
Downingtown,PA,Downingtown,19335,4137,40.0161,-75.7183
Garland,TX,Garland,75040,553,32.9227,-96.6248
Livermore,CA,Livermore,94551,6678,37.7526,-121.77
Clermont,FL,Clermont,34711,6375,28.5525,-81.7574
Westminster,CA,Westminster,92683,647,33.7524,-117.9939
Summerlin,NV,Las-Vegas,89117,3315,36.1302,-115.2755
Macedonia,OH,Macedonia,44056,3824,41.3222,-81.4996
West-Port-St-Lucie,FL,Port-Saint-Lucie,34986,6376,27.3215,-80.403
Timonium,MD,Cockeysville,21030,2565,39.4919,-76.6677
Shakopee,MN,Shakopee,55379,2841,44.7793,-93.5197
Bemidji,MN,Bemidji,56601,2830,47.571999999999996,-94.8013
Toccoa-GA,GA,Toccoa,30577,6888,34.5665,-83.3114
Paducah,KY,Paducah,42001,2314,37.0634,-88.6632
N-Lincoln,NE,Lincoln,68521,3209,40.851,-96.711
Bristol-VA,VA,Bristol,24202,4658,36.6609,-82.2126
Middletown,RI,Middletown,02842,4287,41.5198,-71.2731
North-Port,FL,North-Port,34287,8528,27.0478,-82.2416
Jamestown,NY,Jamestown,14701,6154,42.0928,-79.244
Alamogordo,NM,Alamogordo,88310,3516,32.8932,-105.9485
Laguna-Niguel,CA,Laguna-Niguel,92677,1077,33.5145,-117.7084
Cropsey,NY,Brooklyn,11214,1256,40.6016,-73.9968
Urbandale,IA,Urbandale,50322,2115,41.6295,-93.723
Ft-Collins,CO,Fort-Collins,80525,1512,40.5384,-105.0547
New-Braunfels,TX,New-Braunfels,78130,8520,29.7229,-98.0742
Rainbow-Rd,NV,Las-Vegas,89145,3301,36.1693,-115.2828
Jasper-GA,GA,Jasper,30143,8413,34.461999999999996,-84.4759
Roseville-MI,MI,Roseville,48066,2707,42.5034,-82.9387
Canal-Winchester,OH,Canal-Winchester,43110,3885,39.8349,-82.8044
Layton-UT,UT,Layton,84041,8583,41.0879,-111.9704
Murfreesboro,TN,Murfreesboro,37129,707,35.871,-86.4181
Grove-City,OH,Grove-City,43123,6954,39.8814,-83.0839
Monument,CO,Monument,80132,1541,39.1007,-104.8542
Neptune,NJ,Neptune,07753,949,40.2096,-74.0714
Arrowhead-Ranch,AZ,Glendale,85308,475,33.6539,-112.1694
W-Bell-Rd,AZ,Glendale,85308,459,33.6539,-112.1694
Gaylord,MI,Gaylord,49735,2759,45.0125,-84.6723
Greer,SC,Greer,29650,1126,34.8968,-82.2674
Elk-Grove,CA,Elk-Grove,95758,6674,38.4243,-121.43700000000001
Battleground,NC,Greensboro,27410,3605,36.1032,-79.8794
College-Place,WA,College-Place,99324,4735,46.0471,-118.4093
Highland-Heights,OH,Highland-Heights,44143,3842,41.5592,-81.4828
Calumet-City,IL,Calumet-City,60409,1909,41.6153,-87.5483
Lemmon-Ave,TX,Dallas,75209,589,32.8456,-96.82600000000001
Waco,TX,Waco,76710,6532,31.535,-97.1899
Allen,TX,Allen,75013,6502,33.1186,-96.6773
Anchorage-Alaska,AK,Anchorage,99503,1301,61.19,-149.8938
S-Huntsville,AL,Huntsville,35803,888,34.6205,-86.551
Totowa,NJ,Totowa,07512,922,40.9048,-74.2168
Meridian,ID,Meridian,83642,1804,43.615,-116.3975
N-Oceanside,CA,Oceanside,92057,1018,33.2407,-117.3025
Dickson-City,PA,Dickson-City,18519,4118,41.4092,-75.6649
Delano,CA,Delano,93215,8426,35.7715,-119.2459
Lisbon,CT,Lisbon,06351,6221,41.6052,-71.9808
Colonial-Heights,VA,Colonial-Heights,23834,4633,37.27,-77.4038
West-Richland,WA,Richland,99352,4746,46.2522,-119.288
Kimball-Addison,IL,Chicago,60618,1980,41.9464,-87.7042
Auburn-ME,ME,Auburn,04210,2403,44.0948,-70.23899999999999
Merced,CA,Merced,95341,6618,37.2308,-120.5144
Waterville,ME,Waterville,04901,2407,44.5543,-69.6178
Glen-Burnie,MD,Glen-Burnie,21060,2501,39.1702,-76.5798
Pasadena-MD,MD,Glen-Burnie,21060,2582,39.1702,-76.5798
S-Plainfield,NJ,South-Plainfield,07080,903,40.5839,-74.4147
Warren,MI,Warren,48089,2702,42.4685,-82.9974
Imperial-Marketplace,CA,San-Diego,92113,1032,32.696999999999996,-117.1153
St-Pete,FL,Saint-Petersburg,33713,257,27.789,-82.6779
East-Columbus,OH,Columbus,43230,3828,40.0347,-82.8726
Dalton,GA,Dalton,30720,137,34.7635,-84.9875
N-Overland-Park,KS,Overland-Park,66212,2203,38.9568,-94.6832
Raceway,NY,Westbury,11590,8465,40.7557,-73.5723
W-Windsor,NJ,Princeton,08540,921,40.3666,-74.6408
Merrifield,VA,Fairfax,22031,4605,38.8604,-77.2649
Erie,PA,Erie,16509,4124,42.0763,-80.0668
Flagstaff,AZ,Flagstaff,86001,482,35.1859,-111.662
Utica-NY,NY,New-Hartford,13413,1254,43.0654,-75.2906
Washington-Courthouse-OH,OH,Washington-Court-House,43160,3843,39.537,-83.455
Alexander-City-AL,AL,Alexander-City,35010,6889,32.9164,-85.9368
Fenton,MI,Fenton,48430,2741,42.7851,-83.7294
Twin-Falls,ID,Twin-Falls,83301,1805,42.5565,-114.4693
Union-City,CA,Union-City,94587,635,37.5895,-122.0497
Wallingford,CT,Wallingford,06492,6217,41.46,-72.8222
North-Bergen,NJ,North-Bergen,07047,8475,40.7939,-74.0258
Teays-Valley,WV,Hurricane,25526,8429,38.4257,-81.9943
E-Las-Vegas,NV,Las-Vegas,89104,3303,36.152,-115.1092
W-St-Petersburg,FL,Saint-Petersburg,33710,6364,27.7898,-82.7243
Apopka,FL,Apopka,32712,8926,28.712,-81.5136
West-Bend,WI,West-Bend,53095,4925,43.4224,-88.1845
Sw-Tulsa,OK,Tulsa,74137,3915,36.0284,-95.9306
Brentwood-CA,CA,Brentwood,94513,1076,37.9324,-121.6894
Sw-Las-Vegas,NV,Las-Vegas,89147,3314,36.1128,-115.2801
Pomona,CA,Pomona,91766,6645,34.0418,-117.7569
Grand-Rapids-MN,MN,Grand-Rapids,55744,2834,47.2348,-93.5115
Wauwatosa,WI,Wauwatosa,53222,4923,43.0828,-88.0269
Danville,VA,Danville,24540,8493,36.6218,-79.4124
Coral-Springs,FL,Coral-Springs,33071,284,26.2435,-80.2601
Mattoon,IL,Mattoon,61938,1967,39.4802,-88.3762
Bloomfield-CT,CT,Bloomfield,06002,6228,41.8316,-72.7249
Turfland,KY,Lexington,40504,2315,38.0406,-84.5433
Covington-TN,TN,Covington,38019,779,35.5598,-89.6501
Dover,NJ,Dover,07801,925,40.9176,-74.5467
Patchogue-West,NY,Patchogue,11772,1258,40.7609,-72.9871
Harlingen,TX,Harlingen,78552,6528,26.1831,-97.7468
E-Palmdale,CA,Palmdale,93552,6883,34.5715,-118.0231
Flushing,NY,Flushing,11355,1214,40.7536,-73.8226
Prescott-Valley,AZ,Prescott-Valley,86314,446,34.6019,-112.3264
Huntington-Beach,CA,Huntington-Beach,92646,6963,33.6654,-117.9686
Oxford-MA,MA,Oxford,01540,2624,42.1129,-71.8687
N-Greenbush,NY,Rensselaer,12144,1263,42.6359,-73.7219
Tyler,TX,Tyler,75701,6514,32.3254,-95.2922
Troy,MI,Troy,48084,2706,42.5627,-83.1799
Deptford,NJ,Deptford,08096,929,39.7539,-74.99600000000001
Santa-Clara,CA,Santa-Clara,95050,630,37.3492,-121.95299999999999
Longview-WA,WA,Longview,98632,4725,46.1514,-122.9634
Rainbow-Arroyo-Crossing,NV,Las-Vegas,89113,3308,36.0854,-115.2566
East-Brandon,FL,Brandon,33511,6305,27.9056,-82.2881
Gainesville-GA,GA,Gainesville,30501,152,34.3073,-83.8256
Lake-City,FL,Lake-City,32025,6864,30.1601,-82.6396
Beechmont,OH,Cincinnati,45255,3812,39.0584,-84.3396
Live-Oak,TX,Selma,78154,6551,29.579,-98.2778
Lawrenceville,GA,Lawrenceville,30043,126,34.0031,-84.0126
Ross-Township,PA,Pittsburgh,15237,4159,40.5488,-80.0474
Ohio-Township,PA,Pittsburgh,15237,4123,40.5488,-80.0474
Blue-Springs,MO,Blue-Springs,64014,3024,39.0152,-94.2604
Torrey-Chase,TX,Houston,77068,6828,30.0069,-95.4897
Deerfield,IL,Deerfield,60015,1926,42.1705,-87.859
Schererville,IN,Schererville,46375,1937,41.4922,-87.4605
Springfield-MO,MO,Springfield,65804,3012,37.1654,-93.2522
San-Fernando,CA,San-Fernando,91340,609,34.2875,-118.4352
Brinkman,TX,Houston,77008,577,29.7991,-95.4118
W-Milpitas,CA,Milpitas,95035,1041,37.4352,-121.895
N-Fresno,CA,Fresno,93720,1014,36.8579,-119.7655
Juneau,AK,Juneau,99801,8939,58.3628,-134.5294
Vallejo,CA,Vallejo,94591,633,38.0985,-122.2124
Columbus,GA,Columbus,31909,136,32.5369,-84.9274
San-Leandro,CA,San-Leandro,94577,625,37.7205,-122.1587
Pulaski,TN,Pulaski,38478,772,35.2093,-87.0393
Mchenry,IL,Mchenry,60051,1969,42.3542,-88.2294
Auburn,NY,Auburn,13021,6846,42.93,-76.5626
Wenatchee,WA,Wenatchee,98801,4732,47.4253,-120.3273
Rochester-Hills,MI,Rochester-Hills,48307,2727,42.6593,-83.1225
Covington,LA,Covington,70433,358,30.4876,-90.0959
Merchants-Walk,GA,Marietta,30062,111,34.0025,-84.4633
South-Bay-Boston,MA,Boston,02125,2679,42.2973,-71.0745
Overland,MO,Overland,63114,3037,38.7023,-90.3644
E-Hamilton,OH,Hamilton,45011,3861,39.4059,-84.5221
Durango,CO,Durango,81303,1534,37.1156,-107.8909
Worcester-MA,MA,Worcester,01606,2684,42.31100000000001,-71.7958
Tucson,AZ,Tucson,85710,410,32.2138,-110.824
Homewood,IL,Homewood,60430,1936,41.5556,-87.6616
North-Conway,NH,North-Conway,03860,3407,44.0336,-71.1238
